品牌,省,Province,市区辅助,City/Area,区,店名,类型,地址,电话,备注
法拉利,广东,510627,广州,广州市,中国,广东骏佳汽车服务有限公司,展厅,"天河区珠江新城清风街1-48号 新世界广场首层（坐标：113.338898,23.114746）",+86 20 6681 8558,"工作日：10:00-12:00
周末：10:00-12:00
最后更新：2025-05"
法拉利,浙江,浙江,杭州,杭州,,杭州骏意汽车销售服务有限公司,服务中心,"浙江省杭州市滨江区江陵路211号（坐标：120.122482,30.349131）",+86 571 88745430,"工作日：08:30-12:00
周末：08:30-12:00
最后更新：2025-05"
法拉利,浙江,浙江,杭州,杭州,,杭州骏意汽车销售服务有限公司,服务中心,"浙江省杭州市滨江区江陵路211号（坐标：120.122482,30.349131）",+86 571 88745430,"工作日：08:30-12:00
周末：08:30-12:00
最后更新：2025-05"
法拉利,广东,511442,广州,广州,,广东骏佳汽车服务有限公司,服务中心,"广东省广州市番禺区大北路552号首层及四楼（坐标：113.370644,22.961208）",+86 20 6621 7588,"工作日：09:00-12:00
周末：09:00-12:00
最后更新：2025-05"
法拉利,广东,511406 ,广州,广州市,,广东骏佳汽车服务有限公司,服务中心,"番禺区大北路552号首层及四楼（坐标：113.370613,22.961201）",+86 20 6621 7588,"工作日：09:00-12:00
周末：09:00-12:00
最后更新：2025-05"
法拉利,广东,518000,深圳,深圳,中国,骏佳行汽车服务（深圳）有限公司,服务中心,"龙岗区坂田街道五和社区五和南路45-1号（坐标：113.929855,22.514921）",27884733,"工作日：09:00-12:00
周末：09:00-12:00
最后更新：2025-05"
法拉利,云南,650000,昆明,昆明市,NA ,昆明乐骏汽车销售服务有限公司,服务中心,"昆明市滇池国家旅游度假区滇池路1103号华夏国际广场B座1层（坐标：102.673996,25.003803）",+86 871 63858001,"工作日：09:00-12:00
周末：09:00-12:00
最后更新：2025-05"
法拉利,云南,650000,昆明,昆明市,NA ,昆明乐骏汽车销售服务有限公司,展厅,"云南省昆明滇池度假区滇池路1103号平安大厦B座1层（坐标：39.683899,13.9808）",+86 871 67370000,"工作日：9:00-12:00
周末：9:00-12:00
最后更新：2025-05"
法拉利,福建省,361000,厦门市,厦门市 ,思明区,福建骏佳行汽车销售服务有限公司,服务中心,"岩隆路33-5号（坐标：118.154381,24.522511）",(86) 592 5713234,"工作日：09:00-12:00
周末：09:00-12:00
最后更新：2025-05"
法拉利,福建省,361001,厦门市,厦门市,思明区,福建骏佳行汽车销售服务有限公司,展厅,"环岛东路1821号（坐标：118.191277,24.47558）",+86 592 2035830,"工作日：9:00-12:00
周末：9:00-12:00
最后更新：2025-05"
法拉利,上海,201108,上海,上海市,上海,上海闵行意特汽车销售服务有限公司,服务中心,"上海市区闵行区银都路（坐标：121.44384,31.222462）",+86 21 62996128,"工作日：09:00-12:00
周末：-
最后更新：2025-05"
法拉利,上海,200020,上海,上海,上海,意特汽车商业（上海）有限公司,展厅,"黄浦区太仓路233号1层01单元（坐标：121.44384,31.222462）",8621-53838818,"工作日：10:00-12:00
周末：10:00-12:00
最后更新：2025-05"
法拉利,上海,201108,上海,上海市,上海,上海闵行意特汽车销售服务有限公司,服务中心,"上海市区闵行区银都路（坐标：121.44384,31.222462）",+86 21 62996128,"工作日：09:00-12:00
周末：-
最后更新：2025-05"
法拉利,上海,200070,上海,上海,上海,意特汽车商业（上海）有限公司,展厅,"上海市静安区恒通东路69号101单元（坐标：121.44384,31.222462）",8621-52868178,"工作日：10:00-12:00
周末：11:00-12:00
最后更新：2025-05"
法拉利,江苏省,jiangsu,苏州,苏州,中国,苏州意骏汽车销售服务有限公司,服务中心,"苏州工业园区苏虹西路303号（坐标：120.715446,31.321159）",+86 0512 69996789,"工作日：09:30-12:30
周末：09:30-12:30
最后更新：2025-05"
法拉利,江苏省,215021,苏州,苏州,中国,苏州意骏汽车销售服务有限公司,展厅,"苏州工业园区思安街99号协鑫广场西侧（坐标：120.715446,31.321159）",+86 6251 1888,"工作日：09:00-12:00
周末：09:00-12:00
最后更新：2025-05"
法拉利,重庆,401120,重庆,重庆市,渝北区,重庆骏东汽车服务有限公司,服务中心,"渝北区宝圣湖街道圣嘉路（坐标：39.683899,13.9808）",023-67186296,"工作日：09:00-12:00
周末：09:00-12:00
最后更新：2025-05"
法拉利,安徽,230000,合肥,合肥,蜀山区,安徽鸿粤鸿超汽车销售服务有限公司,服务中心,"庐阳区蒙城北路与荷塘路交口东南角（坐标：117.271973,31.938259）",+86（0）55163711777,"工作日：9:00-12:00
周末：9:00-12:00
最后更新：2025-05"
法拉利,安徽,230000,合肥,合肥,蜀山区,安徽鸿粤鸿超汽车销售服务有限公司,展厅,"政务区花亭湖路与齐云山路交叉口（坐标：117.271973,31.938259）",+86（0）55162875050,"工作日：9:00-12:00
周末：9:00-12:00
最后更新：2025-05"
法拉利,浙江省,325000,温州市,温州,中国,温州骏意汽车服务有限公司,服务中心,"经济技术开发区（坐标：120.821655,27.884073）",+86 577 555 98488,"工作日：8:30-12:30
周末：8:30-12:30
最后更新：2025-05"
法拉利,山东省,266000,青岛市,青岛市,中国,青岛恒骏汽车销售服务有限公司 ,服务中心,"银川西路（坐标：120.411171,36.085091）",0532-80771633,"工作日：9:00-12:00
周末：9:00-12:00
最后更新：2025-05"
法拉利,山东省,266000,青岛市,青岛市,中国,青岛恒骏汽车销售服务有限公司 ,展厅,"东海西路1号（坐标：120.36795,36.055714）",0532-80775333,"工作日：9:00-12:00
周末：9:00-12:00
最后更新：2025-05"
法拉利,湖南省,410022,长沙市,长沙市,中国,长沙市骏马汽车销售服务有限公司,服务中心,"开福区三一大道北（长沙海底世界东侧）（坐标：113.056831,28.23093）",0731-88833336,"工作日：9:00-12:00
周末：9:00-12:00
最后更新：2025-05"
法拉利,湖南省,410023,长沙市,长沙市,中国,长沙市骏马汽车销售服务有限公司,展厅,"岳麓区潇湘北路 1250 号（坐标：112.959946,28.214838）",0731-88826333,"工作日：9:00-12:00
周末：9:00-12:00
最后更新：2025-05"
法拉利,湖北,430000,武汉,武汉,中国,武汉骏东汽车销售服务有限公司,服务中心,"周大福产业园A5-1-103（坐标：114.277039,30.782852）",86-27-85018088,"工作日：9:30-12:30
周末：9:30-12:30
最后更新：2025-05"
法拉利,湖北,430000,武汉,武汉,中国,武汉骏东汽车销售服务有限公司,展厅,"解放大道634号K11步行街（坐标：114.264511,30.579182）",+86-27-83888805,"工作日：10:00-12:30
周末：10:00-12:30
最后更新：2025-05"
法拉利,江苏,210005,南京,南京,玄武,南京瑞骏汽车销售服务有限公司,服务中心,"天行路19号浩翰研发大楼一层（坐标：118.878838,31.98448）",86 025-52759955,"工作日：9:00-12:00
周末：9:00-12:00
最后更新：2025-05"
法拉利,江苏,210005,南京,南京,玄武,南京瑞骏汽车销售服务有限公司,展厅,"长江路100号（坐标：118.787399,32.045467）",86 025-58289955,"工作日：9:00-12:00
周末：9:00-12:00
最后更新：2025-05"
法拉利,河南省,450000,郑州,郑州,郑东新区,郑州悦骏汽车销售服务有限公司,服务中心,"郑州市郑东新区如意西路（坐标：39.683899,13.9808）",13938283837,"工作日：9:00-12:00
周末：9:00-12:00
最后更新：2025-05"
法拉利,辽宁省,110167,沈阳市,沈阳,中国,尊荣亿方集团沈阳汽车销售有限公司全运分公司,服务中心,"浑南区全运路（坐标：123.453911,41.684429）",+86 024-83797869,"工作日：09:00-12:00
周末：09:00-12:00
最后更新：2025-05"
法拉利,辽宁省,110167,沈阳市,沈阳,中国,尊荣亿方集团沈阳汽车销售有限公司全运分公司,服务中心,"浑南区全运路（坐标：123.453911,41.684429）",+86 024-83797869,"工作日：09:00-12:00
周末：09:00-12:00
最后更新：2025-05"
法拉利,辽宁省,110167,沈阳市,沈阳,中国,尊荣亿方集团沈阳汽车销售有限公司全运分公司,展厅,"浑南区全运路（坐标：123.453911,41.684429）",+86 024-83797866,"工作日：09:00-12:00
周末：09:00-12:00
最后更新：2025-05"
法拉利,陕西,710076,西安,西安市,高新区,西安丽骏汽车销售服务有限公司,服务中心,"锦业一路与丈八二路交叉口东南角永威时代中心一楼西侧（坐标：39.683899,13.9808）",029-88879888,"工作日：9:00-12:00
周末：9:00-12:00
最后更新：2025-05"
法拉利,江北区,315021,宁波市,宁波市,中国,宁波骏意汽车服务有限公司,服务中心,"中官新路555号A号楼（坐标：39.683899,13.9808）",0574-55012812,"工作日：9:00-12:30
周末：9:00-12:30
最后更新：2025-05"
法拉利,Liaoning,Liaoning,Shenyang,Shenyang,China,Shenyang Hongyue Hongfu Automobile Sales and Service,服务中心,"Quanyun Road,Hunnan District,Shenyang City（坐标：123.47451,41.681885）",+86 024-83797866,"工作日：-
周末：-
最后更新：2025-05"
法拉利,Liaoning,Liaoning,Shenyang,Shenyang,China,Shenyang Hongyue Hongfu Automobile Sales and Service,服务中心,"Quanyun Road,Hunnan District,Shenyang City（坐标：123.47451,41.681885）",+86 024-83797866,"工作日：-
周末：-
最后更新：2025-05"
法拉利,Liaoning,Liaoning,Shenyang,Shenyang,China,Shenyang Hongyue Hongfu Automobile Sales and Service,展厅,"Quanyun Road,Hunnan District,Shenyang City（坐标：123.47451,41.681885）",+86 024-83797866,"工作日：-
周末：-
最后更新：2025-05"
法拉利,广东,518000,深圳,深圳,中国,骏佳行汽车服务（深圳）有限公司,服务中心,"龙岗区坂田街道五和社区五和南路45-1号（坐标：114.112556,22.546789）",+86 755 28013296,"工作日：09:00-12:00
周末：09:00-12:00
最后更新：2025-05"
法拉利,广东,518000,深圳,深圳,中国,骏佳行汽车服务（深圳）有限公司,展厅,"南山区深圳湾壹号北区2栋101（坐标：114.112556,22.546789）",+86 755 82903223,"工作日：10:00-12:00
周末：10:00-12:00
最后更新：2025-05"
