品牌,省,Province,市区辅助,City/Area,区,店名,类型,地址,电话,备注
法拉利,江苏省,Jiangsusheng,苏州,Suzhou,中国,苏州意骏汽车销售服务有限公司,服务中心,苏州工业园区苏虹西路303号,+86 0512 69996789,
法拉利,江苏省,Jiangsusheng,苏州,Suzhou,中国,苏州意骏汽车销售服务有限公司,展厅,苏州工业园区思安街99号协鑫广场西侧,+86 6251 1888,
法拉利,重庆,Chongqing,重庆,Chongqing,渝北区,重庆骏东汽车服务有限公司,服务中心,渝北区宝圣湖街道圣嘉路,023-67186296,
法拉利,安徽,Anhui,合肥,Hefei,蜀山区,安徽鸿粤鸿超汽车销售服务有限公司,服务中心,庐阳区蒙城北路与荷塘路交口东南角,+86（0）55163711777,
法拉利,安徽,Anhui,合肥,Hefei,蜀山区,安徽鸿粤鸿超汽车销售服务有限公司,展厅,政务区花亭湖路与齐云山路交叉口,+86（0）55162875050,
法拉利,浙江省,Zhejiangsheng,温州市,Wenzhoushi,中国,温州骏意汽车服务有限公司,服务中心,经济技术开发区,+86 577 555 98488,
法拉利,山东省,Shandongsheng,青岛市,Qingdaoshi,中国,青岛恒骏汽车销售服务有限公司 ,服务中心,银川西路,0532-80771633,
法拉利,山东省,Shandongsheng,青岛市,Qingdaoshi,中国,青岛恒骏汽车销售服务有限公司 ,展厅,东海西路1号,0532-80775333,
法拉利,湖南省,Hunansheng,长沙市,Changshashi,中国,长沙市骏马汽车销售服务有限公司,服务中心,开福区三一大道北（长沙海底世界东侧）,0731-88833336,
法拉利,湖南省,Hunansheng,长沙市,Changshashi,中国,长沙市骏马汽车销售服务有限公司,展厅,岳麓区潇湘北路 1250 号,0731-88826333,
法拉利,湖北,Hubei,武汉,Wuhan,中国,武汉骏东汽车销售服务有限公司,服务中心,周大福产业园A5-1-103,86-27-85018088,
法拉利,湖北,Hubei,武汉,Wuhan,中国,武汉骏东汽车销售服务有限公司,展厅,解放大道634号K11步行街,+86-27-83888805,
法拉利,江苏,Jiangsu,南京,Nanjing,玄武,南京瑞骏汽车销售服务有限公司,服务中心,天行路19号浩翰研发大楼一层,86 025-52759955,
法拉利,江苏,Jiangsu,南京,Nanjing,玄武,南京瑞骏汽车销售服务有限公司,展厅,长江路100号,86 025-58289955,
法拉利,河南省,Henansheng,郑州,Zhengzhou,郑东新区,郑州悦骏汽车销售服务有限公司,服务中心,郑州市郑东新区如意西路,13938283837,
法拉利,辽宁省,Liaoningsheng,沈阳市,Shenyangshi,中国,尊荣亿方集团沈阳汽车销售有限公司全运分公司,服务中心,浑南区全运路,+86 024-83797869,
法拉利,辽宁省,Liaoningsheng,沈阳市,Shenyangshi,中国,尊荣亿方集团沈阳汽车销售有限公司全运分公司,服务中心,浑南区全运路,+86 024-83797869,
法拉利,辽宁省,Liaoningsheng,沈阳市,Shenyangshi,中国,尊荣亿方集团沈阳汽车销售有限公司全运分公司,展厅,浑南区全运路,+86 024-83797866,
法拉利,陕西,Shanxi,西安,Xian,高新区,西安丽骏汽车销售服务有限公司,服务中心,锦业一路与丈八二路交叉口东南角永威时代中心一楼西侧,029-88879888,
法拉利,江北区,Jiangbeiqu,宁波市,Ningboshi,中国,宁波骏意汽车服务有限公司,服务中心,中官新路555号A号楼,0574-55012812,
法拉利,Liaoning,Liaoning,Shenyang,Shenyang,China,Shenyang Hongyue Hongfu Automobile Sales and Service,服务中心,"Quanyun Road,Hunnan District,Shenyang City",+86 024-83797866,
法拉利,Liaoning,Liaoning,Shenyang,Shenyang,China,Shenyang Hongyue Hongfu Automobile Sales and Service,服务中心,"Quanyun Road,Hunnan District,Shenyang City",+86 024-83797866,
法拉利,Liaoning,Liaoning,Shenyang,Shenyang,China,Shenyang Hongyue Hongfu Automobile Sales and Service,展厅,"Quanyun Road,Hunnan District,Shenyang City",+86 024-83797866,
法拉利,广东,Guangdong,深圳,Shenzhen,中国,骏佳行汽车服务（深圳）有限公司,服务中心,龙岗区坂田街道五和社区五和南路45-1号,+86 755 28013296,
法拉利,广东,Guangdong,深圳,Shenzhen,中国,骏佳行汽车服务（深圳）有限公司,展厅,南山区深圳湾壹号北区2栋101,+86 755 82903223,
